filename	onset	offset	event_label
Dl46J7KgPF4_30000	0.0	10.0	Vehicle
Dm9gW93xSCo_30000	0.883	1.224	Gunshot, gunfire
Dm9gW93xSCo_30000	1.858	2.142	Gunshot, gunfire
Dm9gW93xSCo_30000	2.889	3.32	Gunshot, gunfire
Dp_3k7HV9iE_20000	0.0	1.092	Vehicle
Dp_3k7HV9iE_20000	2.014	3.865	Vehicle
Dp_3k7HV9iE_20000	6.646	9.838	Vehicle
DqNgvC24jK8_80000	8.008	8.315	Gunshot, gunfire
Dtm5RabjXk0_10000	0.0	0.258	Gunshot, gunfire
Dtm5RabjXk0_10000	0.849	1.179	Gunshot, gunfire
Dtm5RabjXk0_10000	1.784	2.134	Gunshot, gunfire
Dtm5RabjXk0_10000	2.746	3.014	Gunshot, gunfire
Dtm5RabjXk0_10000	3.612	3.921	Gunshot, gunfire
Dtm5RabjXk0_10000	9.866	10.0	Gunshot, gunfire
DtygtXB3kMM_30000	1.391	6.773	Gunshot, gunfire
DwaVtKkJCN0_310000	3.621	6.834	Gunshot, gunfire
E-WVpczwiDs_70000	8.52	10.0	Gunshot, gunfire
E0aHOpSmsjA_350000	5.228	5.614	Gunshot, gunfire
E16z5cY8x3M_13000	0.0	9.222	Vehicle
E20nnE4VV7w_260000	9.496	10.0	Gunshot, gunfire
E4ZU7kkiSpA_40000	0.0	0.149	Gunshot, gunfire
E4ZU7kkiSpA_40000	0.999	1.566	Gunshot, gunfire
E4ZU7kkiSpA_40000	1.829	2.708	Gunshot, gunfire
E4ZU7kkiSpA_40000	2.929	3.807	Gunshot, gunfire
E4ZU7kkiSpA_40000	6.477	7.438	Gunshot, gunfire
E4ZU7kkiSpA_40000	7.638	8.24	Gunshot, gunfire
E4ZU7kkiSpA_40000	8.952	9.547	Gunshot, gunfire
E5WKTYLRK9o_3000	0.0	9.269	Vehicle
EBt6I80U5Qg_30000	5.354	5.512	Gunshot, gunfire
EBt6I80U5Qg_30000	5.822	5.993	Gunshot, gunfire
EBt6I80U5Qg_30000	6.241	6.419	Gunshot, gunfire
EBt6I80U5Qg_30000	6.667	6.818	Gunshot, gunfire
EBt6I80U5Qg_30000	7.066	7.327	Gunshot, gunfire
EBt6I80U5Qg_30000	7.553	7.801	Gunshot, gunfire
EBt6I80U5Qg_30000	8.014	8.158	Gunshot, gunfire
EBt6I80U5Qg_30000	8.344	8.502	Gunshot, gunfire
EF6tf-DDVdQ_360000	1.522	1.941	Gunshot, gunfire
EF6tf-DDVdQ_360000	2.193	2.584	Gunshot, gunfire
EF6tf-DDVdQ_360000	2.835	3.24	Gunshot, gunfire
EF6tf-DDVdQ_360000	3.408	3.799	Gunshot, gunfire
EF6tf-DDVdQ_360000	4.86	5.642	Gunshot, gunfire
EH-uPC0U2-w_0	2.997	10.0	Vehicle
EHMhoKMjxCs_29000	0.0	10.0	Vehicle
EKegMctj50s_220000	1.26	1.661	Gunshot, gunfire
EKegMctj50s_220000	1.929	2.488	Gunshot, gunfire
EKegMctj50s_220000	2.685	3.307	Gunshot, gunfire
EKegMctj50s_220000	5.535	6.26	Gunshot, gunfire
EKegMctj50s_220000	6.535	7.276	Gunshot, gunfire
EKegMctj50s_220000	9.827	10.0	Gunshot, gunfire
EKqZ2rpBlZE_10000	0.0	10.0	Vehicle
ELHiuoVICjw_30000	3.956	4.187	Gunshot, gunfire
EX-dqihLUwY_310000	0.007	8.848	Vehicle
E_W73B44qOk_10000	9.782	10.0	Gunshot, gunfire
Ea6zkiM_IvI_320000	2.099	3.363	Gunshot, gunfire
Ed9dkAuUgxk_30000	0.0	10.0	Vehicle
EdSCv_KUnio_21000	0.917	1.942	Gunshot, gunfire
EdSCv_KUnio_21000	3.681	5.026	Gunshot, gunfire
EdSCv_KUnio_21000	5.198	9.198	Gunshot, gunfire
Ef66pZf_Mzw_80000	1.593	2.013	Gunshot, gunfire
EiRPg6qbpSo_70000	9.173	10.0	Gunshot, gunfire
Eo715LFZuvc_24000	5.918	6.152	Gunshot, gunfire
EpD4aNMMOPg_420000	9.421	10.0	Gunshot, gunfire
EpKwE-tUme4_80000	0.0	10.0	Vehicle
EqyGqM0P4LY_430000	0.0	10.0	Vehicle
EsWfl_JniCo_120000	7.593	7.951	Gunshot, gunfire
EsWfl_JniCo_120000	8.067	8.438	Gunshot, gunfire
EtIjRX4X6_E_15000	5.869	6.611	Gunshot, gunfire
EwYh5AjVhr4_30000	0.0	0.377	Gunshot, gunfire
EwYh5AjVhr4_30000	0.744	1.256	Gunshot, gunfire
EwYh5AjVhr4_30000	1.884	2.464	Gunshot, gunfire
EwYh5AjVhr4_30000	6.57	6.899	Gunshot, gunfire
Ez984TPczOU_0	0.354	10.0	Vehicle
EzIN9O6A388_60000	0.0	10.0	Vehicle
F-xUKB-80TE_370000	0.486	1.365	Gunshot, gunfire
F4zFH99tQkw_30000	2.266	2.625	Gunshot, gunfire
F5jgN_1UxAg_30000	4.441	5.89	Gunshot, gunfire
F9dfmhII07A_30000	1.882	10.0	Vehicle
FBay_HUI0j4_30000	3.179	3.99	Gunshot, gunfire
FCEs7mWD99A_280000	0.37	0.661	Gunshot, gunfire
FCEs7mWD99A_280000	1.748	2.11	Gunshot, gunfire
FCEs7mWD99A_280000	3.189	3.591	Gunshot, gunfire
FCEs7mWD99A_280000	4.701	5.016	Gunshot, gunfire
FCEs7mWD99A_280000	6.205	6.575	Gunshot, gunfire
FCEs7mWD99A_280000	7.732	8.024	Gunshot, gunfire
FCEs7mWD99A_280000	9.236	9.559	Gunshot, gunfire
FDfBtNQIRRk_270000	0.457	0.945	Gunshot, gunfire
FDfBtNQIRRk_270000	1.787	2.205	Gunshot, gunfire
FDfBtNQIRRk_270000	3.11	3.638	Gunshot, gunfire
FDfBtNQIRRk_270000	4.016	4.866	Gunshot, gunfire
FDfBtNQIRRk_270000	5.724	6.205	Gunshot, gunfire
FG7v1tPF7dI_30000	5.39	7.01	Gunshot, gunfire
FG7v1tPF7dI_30000	7.137	8.248	Gunshot, gunfire
FLJ2k-3VV40_0	2.308	2.637	Gunshot, gunfire
FLOh_s6PM_M_30000	0.0	5.685	Vehicle
FLOh_s6PM_M_30000	5.803	10.0	Vehicle
FYBpc2RR7aI_30000	4.43	4.992	Gunshot, gunfire
FYBpc2RR7aI_30000	5.15	5.711	Gunshot, gunfire
FYBpc2RR7aI_30000	5.877	6.223	Gunshot, gunfire
FYBpc2RR7aI_30000	6.376	6.697	Gunshot, gunfire
FYBpc2RR7aI_30000	6.921	7.197	Gunshot, gunfire
FYBpc2RR7aI_30000	7.433	7.811	Gunshot, gunfire
FYBpc2RR7aI_30000	8.016	8.299	Gunshot, gunfire
FYBpc2RR7aI_30000	8.575	8.707	Gunshot, gunfire
FYBpc2RR7aI_30000	8.961	9.309	Gunshot, gunfire
FYBpc2RR7aI_30000	9.472	9.598	Gunshot, gunfire
FYBpc2RR7aI_30000	9.827	10.0	Gunshot, gunfire
FYa3Mz1JKXc_90000	0.507	0.632	Gunshot, gunfire
FYa3Mz1JKXc_90000	0.856	3.313	Gunshot, gunfire
FYa3Mz1JKXc_90000	3.617	4.663	Gunshot, gunfire
FYa3Mz1JKXc_90000	6.53	6.79	Gunshot, gunfire
F_f2tiWPRdg_19000	1.088	1.759	Gunshot, gunfire
F_f2tiWPRdg_19000	1.91	2.59	Gunshot, gunfire
F_f2tiWPRdg_19000	2.783	8.09	Gunshot, gunfire
FafF6E2f-sI_30000	0.0	0.299	Gunshot, gunfire
FafF6E2f-sI_30000	1.0	1.268	Gunshot, gunfire
FafF6E2f-sI_30000	2.196	2.443	Gunshot, gunfire
FafF6E2f-sI_30000	2.856	3.117	Gunshot, gunfire
FafF6E2f-sI_30000	3.777	4.024	Gunshot, gunfire
FafF6E2f-sI_30000	4.705	4.938	Gunshot, gunfire
FafF6E2f-sI_30000	6.643	6.911	Gunshot, gunfire
FafF6E2f-sI_30000	8.443	8.65	Gunshot, gunfire
Fau2MPDj0Hc_60000	4.929	8.213	Vehicle
Fbxs3CnA5OY_70000	5.638	8.504	Vehicle
FeoNBYU9eII_30000	0.0	7.36	Vehicle
Ff4yfllWmq4_10000	0.0	1.269	Gunshot, gunfire
Ff4yfllWmq4_10000	1.397	4.456	Gunshot, gunfire
Ff4yfllWmq4_10000	4.626	5.836	Gunshot, gunfire
Ff4yfllWmq4_10000	9.118	10.0	Gunshot, gunfire
FjSWsRDXeGY_130000	0.827	0.976	Gunshot, gunfire
FjSWsRDXeGY_130000	6.874	7.094	Gunshot, gunfire
FjSWsRDXeGY_130000	7.803	8.063	Gunshot, gunfire
FjSWsRDXeGY_130000	8.457	8.795	Gunshot, gunfire
FjSWsRDXeGY_130000	9.362	9.685	Gunshot, gunfire
FjSWsRDXeGY_130000	9.819	10.0	Gunshot, gunfire
FkWSk7C2t-M_30000	0.0	1.691	Gunshot, gunfire
FkWSk7C2t-M_30000	8.448	10.0	Gunshot, gunfire
FlJHnw63q-4_170000	0.0	10.0	Vehicle
FnRbUA56ppg_19000	5.747	5.99	Gunshot, gunfire
FnTLC9YCPeo_130000	0.943	2.548	Gunshot, gunfire
FnTLC9YCPeo_130000	5.295	6.576	Gunshot, gunfire
FnTLC9YCPeo_130000	8.343	9.043	Gunshot, gunfire
FnTLC9YCPeo_130000	9.139	10.0	Gunshot, gunfire
Foff6o45Cxc_0	1.174	1.613	Gunshot, gunfire
Foff6o45Cxc_0	5.325	5.697	Gunshot, gunfire
FvI6n05eBho_540000	3.575	10.0	Vehicle
G1VFLmKrETw_470000	5.622	6.165	Gunshot, gunfire
G5Qk9RfVGeo_40000	0.0	10.0	Vehicle
G6vd3CNGKF4_110000	8.928	9.72	Gunshot, gunfire
G6vpzh-JMfU_120000	3.441	5.561	Gunshot, gunfire
G8l2fpUPWro_140000	0.237	0.457	Gunshot, gunfire
G8l2fpUPWro_140000	1.227	1.406	Gunshot, gunfire
G8l2fpUPWro_140000	1.969	2.175	Gunshot, gunfire
G8l2fpUPWro_140000	2.663	2.876	Gunshot, gunfire
G8l2fpUPWro_140000	3.474	3.66	Gunshot, gunfire
G8l2fpUPWro_140000	4.457	4.705	Gunshot, gunfire
G8l2fpUPWro_140000	5.577	5.784	Gunshot, gunfire
G8l2fpUPWro_140000	8.876	9.083	Gunshot, gunfire
G8l2fpUPWro_140000	9.619	9.839	Gunshot, gunfire
G9afX6BYIYA_300000	0.745	1.061	Gunshot, gunfire
G9afX6BYIYA_300000	1.738	2.333	Gunshot, gunfire
G9afX6BYIYA_300000	3.642	4.101	Gunshot, gunfire
G9afX6BYIYA_300000	7.856	8.284	Gunshot, gunfire
G9afX6BYIYA_300000	9.3	9.714	Gunshot, gunfire
GKHOI2z7s_4_18000	6.263	7.54	Gunshot, gunfire
GKsSfKWfMH8_30000	4.098	4.68	Gunshot, gunfire
GKsSfKWfMH8_30000	4.924	5.402	Gunshot, gunfire
GKsSfKWfMH8_30000	5.541	6.135	Gunshot, gunfire
GL0McEBJPVw_40000	0.0	10.0	Vehicle
GLIT5a0rhns_250000	0.0	10.0	Vehicle
GNeYTuB3zhE_10000	0.489	0.978	Gunshot, gunfire
GQpQIl0dtEQ_30000	0.0	10.0	Vehicle
GVK0Jto8NTo_20000	1.22	2.114	Gunshot, gunfire
GVK0Jto8NTo_20000	7.014	7.921	Gunshot, gunfire
GXN8in-WRGw_30000	0.455	3.347	Vehicle
GXN8in-WRGw_30000	8.448	9.529	Vehicle
GXQWgHBe6Y0_30000	5.299	6.142	Gunshot, gunfire
GXQWgHBe6Y0_30000	6.827	8.047	Gunshot, gunfire
GYfVtrKxtZg_11000	0.0	9.794	Vehicle
G_sWotCWibg_380000	8.425	9.314	Gunshot, gunfire
GaDp-kiEZlE_30000	3.406	3.952	Gunshot, gunfire
GaDp-kiEZlE_30000	8.614	9.181	Gunshot, gunfire
GcBSoI7CiK8_30000	0.0	10.0	Vehicle
GcsT_deIZhw_30000	0.0	5.0	Vehicle
Ggjk7XvHjkk_40000	0.421	0.798	Gunshot, gunfire
Ggjk7XvHjkk_40000	4.515	4.974	Gunshot, gunfire
Ggjk7XvHjkk_40000	5.199	5.658	Gunshot, gunfire
Ggjk7XvHjkk_40000	5.786	6.215	Gunshot, gunfire
Ggjk7XvHjkk_40000	6.373	6.674	Gunshot, gunfire
Ggjk7XvHjkk_40000	6.847	7.291	Gunshot, gunfire
Ggjk7XvHjkk_40000	7.449	7.878	Gunshot, gunfire
Ggjk7XvHjkk_40000	8.029	8.495	Gunshot, gunfire
Ggjk7XvHjkk_40000	8.706	9.105	Gunshot, gunfire
Ggjk7XvHjkk_40000	9.225	9.661	Gunshot, gunfire
Ggjk7XvHjkk_40000	9.752	10.0	Gunshot, gunfire
Gi2hxPsU8d8_0	5.744	6.727	Gunshot, gunfire
GlIzSai1-m8_50000	0.0	10.0	Vehicle
GmsjWV9O-YU_160000	0.867	1.654	Gunshot, gunfire
GmsjWV9O-YU_160000	2.02	2.426	Gunshot, gunfire
GmsjWV9O-YU_160000	4.002	4.969	Gunshot, gunfire
GmsjWV9O-YU_160000	5.911	6.179	Gunshot, gunfire
GmsjWV9O-YU_160000	6.39	6.715	Gunshot, gunfire
GmsjWV9O-YU_160000	7.365	8.373	Gunshot, gunfire
GoUDYTd19RU_20000	0.0	10.0	Vehicle
GpuwgwtMvfI_160000	1.776	2.453	Gunshot, gunfire
GpuwgwtMvfI_160000	5.26	6.148	Gunshot, gunfire
GpuwgwtMvfI_160000	9.067	9.812	Gunshot, gunfire
Grs7XUJs2fM_140000	7.921	8.724	Gunshot, gunfire
GuemYopwmrI_30000	0.0	10.0	Vehicle
GxOlz21i_DM_50000	0.0	0.278	Gunshot, gunfire
GxOlz21i_DM_50000	0.82	1.347	Gunshot, gunfire
GxOlz21i_DM_50000	3.228	3.815	Gunshot, gunfire
GxOlz21i_DM_50000	5.621	6.26	Gunshot, gunfire
GxOlz21i_DM_50000	7.652	8.292	Gunshot, gunfire
GxbVJ3xWIkE_310000	0.0	10.0	Vehicle
H2CJOf1-OoA_30000	8.953	10.0	Gunshot, gunfire
H2_jTS4gJFk_250000	9.667	10.0	Gunshot, gunfire
H3zXre_kL-Y_30000	0.0	10.0	Vehicle
H6JptdqRo60_0	8.853	10.0	Gunshot, gunfire
H7yAEo6tEvo_200000	7.821	8.338	Gunshot, gunfire
HIQOGzgIKd4_30000	3.729	3.911	Gunshot, gunfire
HIQOGzgIKd4_30000	4.818	5.0	Gunshot, gunfire
HIQOGzgIKd4_30000	5.74	5.922	Gunshot, gunfire
HN8HYgBFTqM_30000	0.839	10.0	Vehicle
HOrVllgAvSo_12000	0.0	9.827	Vehicle
HP4pdYya5YA_50000	0.64	1.091	Gunshot, gunfire
HP4pdYya5YA_50000	2.039	2.889	Gunshot, gunfire
HP4pdYya5YA_50000	3.574	4.628	Gunshot, gunfire
HP4pdYya5YA_50000	6.321	7.276	Gunshot, gunfire
HP4pdYya5YA_50000	7.682	8.766	Gunshot, gunfire
HS2B8ctl-iA_30000	2.134	5.489	Gunshot, gunfire
HS5GdlN-eqI_40000	1.11	7.874	Vehicle
HSTl36R3BM0_18000	6.217	6.773	Gunshot, gunfire
HUK33QhVNMM_30000	0.0	10.0	Vehicle
HW7oOLSoqyY_440000	2.156	3.589	Gunshot, gunfire
HW7oOLSoqyY_440000	4.295	5.573	Gunshot, gunfire
HbgcEO_mhEU_30000	9.176	10.0	Gunshot, gunfire
He1mE71QVQs_200000	0.053	0.579	Gunshot, gunfire
He1mE71QVQs_200000	1.911	2.303	Gunshot, gunfire
He1mE71QVQs_200000	3.582	5.786	Gunshot, gunfire
He1mE71QVQs_200000	6.953	7.983	Gunshot, gunfire
He1mE71QVQs_200000	8.57	8.969	Gunshot, gunfire
Hga0ONzdH_A_310000	5.395	6.787	Gunshot, gunfire
Hga0ONzdH_A_310000	7.291	7.667	Gunshot, gunfire
Hga0ONzdH_A_310000	9.248	9.624	Gunshot, gunfire
HgywJmsdGLU_0	0.243	1.237	Gunshot, gunfire
HgywJmsdGLU_0	2.538	3.462	Gunshot, gunfire
HgywJmsdGLU_0	4.953	5.959	Gunshot, gunfire
HhDSyNGvkqw_560000	4.118	5.394	Gunshot, gunfire
HhDSyNGvkqw_560000	5.748	6.465	Gunshot, gunfire
HiGmes5cz0U_20000	5.239	5.882	Gunshot, gunfire
HjO-u_k9LeI_60000	0.0	0.352	Gunshot, gunfire
Hl6kV3jSxPg_60000	3.138	3.815	Gunshot, gunfire
HmiHJdSeDcU_30000	0.402	0.691	Gunshot, gunfire
HmiHJdSeDcU_30000	2.292	2.663	Gunshot, gunfire
HnqRgM0eTck_30000	2.296	2.767	Gunshot, gunfire
Hp0HEeDJmls_60000	2.862	3.268	Gunshot, gunfire
Hr5XjsGDha0_180000	7.509	8.545	Gunshot, gunfire
Hr5XjsGDha0_180000	8.766	10.0	Gunshot, gunfire
HwBWMWW2Phg_410000	9.197	10.0	Gunshot, gunfire
I6DKu8r33XE_450000	7.362	8.118	Gunshot, gunfire
I8QU-vpSHPA_320000	4.974	7.306	Gunshot, gunfire
I8QU-vpSHPA_320000	7.682	10.0	Gunshot, gunfire
I99EXlDfcXY_300000	5.353	5.698	Gunshot, gunfire
I9sJIXIVfEQ_30000	8.175	8.407	Gunshot, gunfire
IGZXGjbc3rM_60000	8.071	9.257	Gunshot, gunfire
IGfhG3kF1RY_4000	5.172	6.565	Gunshot, gunfire
IGfhG3kF1RY_4000	6.735	7.867	Gunshot, gunfire
IHYirsO5EIQ_0	7.674	8.316	Gunshot, gunfire
IHYirsO5EIQ_0	8.641	8.925	Gunshot, gunfire
IHojOwrlup4_100000	0.791	1.17	Gunshot, gunfire
IHojOwrlup4_100000	1.307	1.789	Gunshot, gunfire
IHojOwrlup4_100000	2.408	3.085	Gunshot, gunfire
IHojOwrlup4_100000	3.979	4.622	Gunshot, gunfire
IHojOwrlup4_100000	5.103	5.493	Gunshot, gunfire
IHojOwrlup4_100000	6.778	7.317	Gunshot, gunfire
IHojOwrlup4_100000	8.222	8.601	Gunshot, gunfire
IIyaaGMw5wo_30000	0.0	0.315	Gunshot, gunfire
IN3DSGkFu98_110000	5.282	6.102	Gunshot, gunfire
IN3DSGkFu98_110000	6.689	9.714	Gunshot, gunfire
INzrh_2H_6Q_30000	0.306	0.652	Gunshot, gunfire
INzrh_2H_6Q_30000	0.964	2.756	Gunshot, gunfire
INzrh_2H_6Q_30000	3.388	4.27	Gunshot, gunfire
INzrh_2H_6Q_30000	4.698	5.682	Gunshot, gunfire
INzrh_2H_6Q_30000	5.838	10.0	Gunshot, gunfire
ISY_YPLlZJY_3000	0.0	9.747	Vehicle
ISy3q2IprkY_0	0.07	0.832	Gunshot, gunfire
ISy3q2IprkY_0	1.057	1.72	Gunshot, gunfire
ISy3q2IprkY_0	1.841	2.658	Gunshot, gunfire
ISy3q2IprkY_0	2.857	3.373	Gunshot, gunfire
ITLVr0NJwE0_340000	4.961	7.219	Vehicle
IUpU3JGIOy4_440000	3.952	4.734	Gunshot, gunfire
IUpU3JGIOy4_440000	7.556	8.232	Gunshot, gunfire
IUpU3JGIOy4_440000	8.56	10.0	Gunshot, gunfire
IaD7TiiuL7s_26000	0.0	9.689	Vehicle
Ibsmz2cWI6o_0	0.053	10.0	Vehicle
IdtBWJyWO-M_0	4.43	4.948	Gunshot, gunfire
Ie0fXj670E4_40000	2.597	3.434	Gunshot, gunfire
IfHK5tGfnf0_4000	5.134	8.677	Vehicle
IgWsJ1GE_V0_250000	6.692	6.923	Gunshot, gunfire
IgWsJ1GE_V0_250000	7.6	7.831	Gunshot, gunfire
IgWsJ1GE_V0_250000	8.901	9.144	Gunshot, gunfire
IhOpWiRKTuQ_30000	7.142	10.0	Vehicle
IhkpGd4cuss_19000	3.332	4.098	Gunshot, gunfire
IhkpGd4cuss_19000	4.34	5.196	Gunshot, gunfire
IhkpGd4cuss_19000	5.323	6.204	Gunshot, gunfire
IhkpGd4cuss_19000	6.344	7.161	Gunshot, gunfire
IhkpGd4cuss_19000	7.34	8.183	Gunshot, gunfire
IqWIU_7WgFY_570000	4.454	7.02	Vehicle
IrmZBFKGvEg_30000	3.086	10.0	Vehicle
Is_9mjLACtI_100000	0.0	10.0	Vehicle
Ishmv9RnBSs_400000	2.204	2.598	Gunshot, gunfire
Ishmv9RnBSs_400000	3.26	3.622	Gunshot, gunfire
Iu1h_-DryxA_30000	4.748	10.0	Vehicle
IvkxzP5Z1IA_30000	2.695	3.142	Gunshot, gunfire
IvkxzP5Z1IA_30000	3.83	4.312	Gunshot, gunfire
IvkxzP5Z1IA_30000	4.874	5.287	Gunshot, gunfire
IvkxzP5Z1IA_30000	6.021	6.342	Gunshot, gunfire
IvuZXN2S7Ug_40000	0.391	0.754	Gunshot, gunfire
IvuZXN2S7Ug_40000	0.88	1.299	Gunshot, gunfire
IvuZXN2S7Ug_40000	1.746	2.793	Gunshot, gunfire
IvuZXN2S7Ug_40000	4.693	5.391	Gunshot, gunfire
IvuZXN2S7Ug_40000	9.846	10.0	Gunshot, gunfire
J1e5fXsEQ08_5000	0.488	2.935	Gunshot, gunfire
J1e5fXsEQ08_5000	4.5	5.183	Gunshot, gunfire
J1e5fXsEQ08_5000	5.344	5.574	Gunshot, gunfire
J1e5fXsEQ08_5000	5.712	6.932	Gunshot, gunfire
J1e5fXsEQ08_5000	7.116	8.006	Gunshot, gunfire
J1gk-QUqedg_110000	1.784	2.41	Gunshot, gunfire
J1gk-QUqedg_110000	3.637	4.213	Gunshot, gunfire
J4LQOe12Zwg_30000	0.396	0.757	Gunshot, gunfire
J9dLJWZauuo_10000	0.11	0.756	Gunshot, gunfire
J9dLJWZauuo_10000	1.203	2.172	Gunshot, gunfire
J9dLJWZauuo_10000	2.378	3.21	Gunshot, gunfire
J9dLJWZauuo_10000	3.409	4.007	Gunshot, gunfire
J9dLJWZauuo_10000	4.633	5.533	Gunshot, gunfire
JDi6HRWJQrU_0	3.266	3.792	Gunshot, gunfire
JDi6HRWJQrU_0	3.913	4.643	Gunshot, gunfire
JDi6HRWJQrU_0	5.681	6.486	Gunshot, gunfire
JDi6HRWJQrU_0	7.389	8.134	Gunshot, gunfire
JDi6HRWJQrU_0	8.284	8.856	Gunshot, gunfire
JHV74foJQ_4_9000	0.0	9.409	Vehicle
JL6JvTD0mjg_540000	8.606	8.803	Gunshot, gunfire
JOfG78bt7ak_30000	0.0	10.0	Vehicle
JPn5KxiuyIo_30000	0.0	10.0	Vehicle
JQj7ABTIxLE_30000	0.273	0.419	Gunshot, gunfire
JQj7ABTIxLE_30000	0.571	0.737	Gunshot, gunfire
JQj7ABTIxLE_30000	0.84	0.986	Gunshot, gunfire
JQj7ABTIxLE_30000	1.103	1.228	Gunshot, gunfire
JQj7ABTIxLE_30000	1.484	1.629	Gunshot, gunfire
JQj7ABTIxLE_30000	1.85	1.975	Gunshot, gunfire
JQj7ABTIxLE_30000	3.06	3.261	Gunshot, gunfire
JQj7ABTIxLE_30000	3.551	3.842	Gunshot, gunfire
JQj7ABTIxLE_30000	4.741	4.948	Gunshot, gunfire
JQj7ABTIxLE_30000	5.903	6.041	Gunshot, gunfire
JQj7ABTIxLE_30000	6.525	6.774	Gunshot, gunfire
JQj7ABTIxLE_30000	7.044	7.189	Gunshot, gunfire
JQj7ABTIxLE_30000	7.327	7.604	Gunshot, gunfire
JQj7ABTIxLE_30000	7.811	8.51	Gunshot, gunfire
JQj7ABTIxLE_30000	8.904	9.319	Gunshot, gunfire
JQj7ABTIxLE_30000	9.596	10.0	Gunshot, gunfire
JRW2BcTZHak_0	3.45	4.083	Gunshot, gunfire
JRW2BcTZHak_0	6.455	6.975	Gunshot, gunfire
JRW2BcTZHak_0	8.803	9.453	Gunshot, gunfire
JUi9MvDwTYg_280000	1.488	2.271	Gunshot, gunfire
JUi9MvDwTYg_280000	2.531	3.188	Gunshot, gunfire
JUi9MvDwTYg_280000	4.406	5.179	Gunshot, gunfire
JUi9MvDwTYg_280000	5.565	6.28	Gunshot, gunfire
JUi9MvDwTYg_280000	6.831	7.401	Gunshot, gunfire
JW_iifaWBMg_460000	0.0	1.533	Gunshot, gunfire
JW_iifaWBMg_460000	2.662	3.417	Gunshot, gunfire
JW_iifaWBMg_460000	6.277	6.715	Gunshot, gunfire
JW_iifaWBMg_460000	9.071	10.0	Gunshot, gunfire
JWzUblhshrE_30000	9.382	10.0	Gunshot, gunfire
JXIwrTp9PHg_100000	4.916	10.0	Vehicle
JZ8gs05Oy-g_30000	4.496	10.0	Vehicle
JagBebdiJOk_210000	0.0	10.0	Vehicle
JdRcrhQdS-g_30000	5.149	5.501	Gunshot, gunfire
JfQZeAIHg3s_70000	1.296	3.542	Gunshot, gunfire
JgPHEzKaF7o_140000	7.604	8.294	Gunshot, gunfire
JgPHEzKaF7o_140000	8.481	10.0	Gunshot, gunfire
JgR1j4Il8FY_30000	3.496	10.0	Vehicle
JgikAVtC4zs_30000	2.007	6.663	Vehicle
JiFXc2xUQhQ_340000	5.008	5.535	Gunshot, gunfire
JmW6RlEoSM0_20000	4.134	5.112	Gunshot, gunfire
JnRLgiDTlI0_320000	0.0	10.0	Vehicle
JoeYh3I28Xw_10000	0.0	10.0	Vehicle
Jy98Qu1T0lo_0	1.713	2.507	Gunshot, gunfire
Jy98Qu1T0lo_0	2.605	3.326	Gunshot, gunfire
Jy98Qu1T0lo_0	3.405	4.152	Gunshot, gunfire
Jy98Qu1T0lo_0	4.252	4.973	Gunshot, gunfire
K4d-SBohMic_60000	0.856	2.629	Gunshot, gunfire
K4d-SBohMic_60000	6.87	7.454	Gunshot, gunfire
K4jy3Xx6UVI_20000	0.0	10.0	Vehicle
K5pfYpZf4Ac_30000	0.701	1.386	Gunshot, gunfire
K9Dhbk4KrZw_60000	3.343	10.0	Vehicle
KAqqq_fTmNY_3000	1.818	2.228	Gunshot, gunfire
KAqqq_fTmNY_3000	6.958	7.35	Gunshot, gunfire
KCclWlMNSQg_380000	8.745	10.0	Gunshot, gunfire
KEtb02c3x04_380000	1.836	2.696	Gunshot, gunfire
KEtb02c3x04_380000	3.159	4.251	Gunshot, gunfire
KEtb02c3x04_380000	5.565	6.531	Gunshot, gunfire
KF6CGYELE_Y_0	3.864	4.685	Gunshot, gunfire
KFHGICchlOg_30000	6.475	6.613	Gunshot, gunfire
KH0nANcs4Kc_280000	2.597	4.896	Gunshot, gunfire
KJ2ABuVVXms_30000	0.0	10.0	Vehicle
KQpGh_bLJwg_210000	0.0	10.0	Vehicle
KSF2M_TKUQQ_30000	6.048	6.387	Gunshot, gunfire
KWtgkgIGP3U_290000	0.0	0.503	Gunshot, gunfire
KWtgkgIGP3U_290000	0.852	1.411	Gunshot, gunfire
KWtgkgIGP3U_290000	2.472	3.017	Gunshot, gunfire
KXQ2J0PRPcs_260000	4.15	4.362	Gunshot, gunfire
K_7BRAiNFSI_410000	3.838	4.093	Gunshot, gunfire
K_7BRAiNFSI_410000	4.522	6.072	Gunshot, gunfire
K_7BRAiNFSI_410000	8.239	8.616	Gunshot, gunfire
K_7BRAiNFSI_410000	8.819	9.044	Gunshot, gunfire
K_RttnsNZYA_280000	0.632	1.956	Gunshot, gunfire
K_RttnsNZYA_280000	2.476	3.085	Gunshot, gunfire
K_RttnsNZYA_280000	6.148	7.344	Gunshot, gunfire
K_RttnsNZYA_280000	8.427	9.744	Gunshot, gunfire
KfXz76n4Q7k_510000	3.897	4.132	Gunshot, gunfire
KfXz76n4Q7k_510000	5.042	5.513	Gunshot, gunfire
Kgrt7eAfV3g_120000	0.0	0.692	Gunshot, gunfire
Kgrt7eAfV3g_120000	1.332	3.01	Gunshot, gunfire
Kgrt7eAfV3g_120000	3.514	4.056	Gunshot, gunfire
Kgrt7eAfV3g_120000	4.515	5.974	Gunshot, gunfire
